Inlet_Steam_Temperature,Outlet Steam Temperature ( C ),Steam_Pressure_at_Boiler_Outlet,Feedwater_Temperature,Steam Flow Rate Kg/h,Feed water temperature Kg/h,Boiler efficiency  %,Turbine efficiency %,Steam quantity %,CO2 emission rate Kg/h,Boliler pressure drop bar,Condenser cooling water flow rate m^3/h,Steam turbile RPM,Generator efficiency,Electrical power output MW
542.0356733,150.0356688,165.3803753,218.0634545,58131.37613,651200,89.8,40.7,97.9,937.6313884,0.5,3008.760702,3626.756044,98.00144479,305.2
542.0358729,150.0358678,165.3807916,218.0638075,58131.92569,647000,91.2,41.5,99.3,937.8841074,0.3,3008.80969,3626.894505,98.00454076,311.8
542.0360723,150.0360668,165.3812795,218.0641612,58132.5587,648200,90.7,40.9,98.9,938.0965878,0.4,3008.858596,3627.032967,98.00763674,309
542.0362719,150.0362661,165.3816977,218.0645139,58133.38265,644100,91.4,41.2,98.4,938.2819337,0.3,3008.907546,3627.171429,98.01073271,304.2
542.0364715,150.0364652,165.3821852,218.0648636,58134.30632,650000,90,40,98,938.4672158,0.5,3008.956471,3627.30989,98.01382869,300
542.0366707,150.0366641,165.3826205,218.065215,58134.91556,655000,89,39,97,938.6711136,0.6,3009.005386,3627.448352,98.01692466,298
542.0368702,150.0368638,165.383069,218.0655733,58135.63706,645000,91,41,99,938.8803159,0.4,3009.054333,3627.586813,98.02002064,305
542.0370697,150.037063,165.3835115,218.0659286,58136.19123,660000,88,38,96,939.1000752,0.7,3009.10323,3627.725275,98.02311662,296
542.0372692,150.037262,165.3839174,218.0662843,58136.81979,640000,92,42,98.5,939.3009206,0.3,3009.152125,3627.863736,98.02621259,310
542.0374682,150.0374612,165.3843541,218.0666406,58137.67234,648500,89.5,40.5,97,939.5263866,0.6,3009.201115,3628.002198,98.02930857,301
542.0376672,150.0376606,165.3848059,218.0669915,58138.44573,645800,90.2,40.2,98.2,939.781689,0.5,3009.250066,3628.140659,98.03240454,303
542.0378664,150.0378595,165.3853043,218.0673504,58139.07719,648200,91.2,41.8,99.2,939.9914147,0.3,3009.299025,3628.279121,98.03550052,311
542.038066,150.0380592,165.3858004,218.0677056,58139.81583,652800,89.7,40.5,97.8,940.2055691,0.5,3009.347913,3628.417582,98.03859649,304
542.0382655,150.0382583,165.3862507,218.068061,58140.43942,647500,90.5,41,98.6,940.3952469,0.4,3009.396861,3628.556044,98.04169247,310.5
542.0384645,150.0384579,165.3867002,218.0684177,58140.99975,651200,89.8,40.7,97.9,940.6294091,0.5,3009.445835,3628.694505,98.04478844,305.2
542.0386635,150.0386569,165.3871795,218.0687763,58141.62964,647000,91.2,41.5,99.3,940.8189741,0.3,3009.494772,3628.832967,98.04788442,311.8
542.0388626,150.0388558,165.3876442,218.0691313,58142.20331,648200,90.7,40.9,98.9,941.0189634,0.4,3009.543727,3628.971429,98.05098039,309
542.0390616,150.0390554,165.3881303,218.0694896,58142.8927,644100,91.4,41.2,98.4,941.2160158,0.3,3009.592671,3629.10989,98.05407637,304.2
542.0392609,150.0392544,165.388574,218.0698436,58143.56449,650000,90,40,98,941.4146459,0.5,3009.641625,3629.248352,98.05717234,300
542.0394604,150.0394536,165.3890185,218.0701934,58144.17532,655000,89,39,97,941.65892,0.6,3009.690523,3629.386813,98.06026832,298
542.0396601,150.039653,165.3894887,218.0705478,58144.7842,645000,91,41,99,941.8681429,0.4,3009.739506,3629.525275,98.06336429,305
542.039859,150.039852,165.3899864,218.0708993,58145.41758,660000,88,38,96,942.0994065,0.7,3009.78847,3629.663736,98.06646027,296
542.0400582,150.0400512,165.390439,218.0712539,58146.23691,640000,92,42,98.5,942.3523806,0.3,3009.837372,3629.802198,98.06955624,310
542.0402574,150.0402507,165.3908706,218.0716075,58147.00861,648500,89.5,40.5,97,942.5368672,0.6,3009.886344,3629.940659,98.07265222,301
542.0404567,150.0404499,165.3913033,218.0719603,58147.82114,645800,90.2,40.2,98.2,942.7536977,0.5,3009.935294,3630.079121,98.07574819,303
542.040656,150.0406491,165.391753,218.0723189,58148.44664,648200,91.2,41.8,99.2,942.9756073,0.3,3009.984206,3630.217582,98.07884417,311
542.0408549,150.040848,165.3921916,218.072674,58149.23173,652800,89.7,40.5,97.8,943.2134813,0.5,3010.033118,3630.356044,98.08194014,304
542.0410538,150.0410477,165.3926035,218.0730294,58150.08686,647500,90.5,41,98.6,943.4416352,0.4,3010.082102,3630.494505,98.08503612,310.5
542.0412529,150.0412467,165.3930307,218.0733808,58150.93761,651200,89.8,40.7,97.9,943.6514371,0.5,3010.131059,3630.632967,98.08813209,305.2
542.0414526,150.041446,165.393517,218.0737336,58151.60242,647000,91.2,41.5,99.3,943.8322409,0.3,3010.180021,3630.771429,98.09122807,311.8
542.0416515,150.0416451,165.3939464,218.0740856,58152.28917,648200,90.7,40.9,98.9,944.0265359,0.4,3010.228911,3630.90989,98.09432405,309
542.0418509,150.0418446,165.3943777,218.0744371,58152.84079,644100,91.4,41.2,98.4,944.2058439,0.3,3010.27788,3631.048352,98.09742002,304.2
542.0420498,150.0420439,165.3948729,218.0747966,58153.73907,650000,90,40,98,944.4522153,0.5,3010.326868,3631.186813,98.100516,300
542.0422494,150.0422431,165.3952759,218.0751533,58154.40543,655000,89,39,97,944.6481889,0.6,3010.375774,3631.325275,98.10361197,298
542.0424489,150.0424427,165.3956927,218.0755098,58155.32691,645000,91,41,99,944.8394054,0.4,3010.424664,3631.463736,98.10670795,305
542.0426482,150.0426417,165.3960997,218.0758646,58156.20664,660000,88,38,96,945.0283889,0.7,3010.473599,3631.602198,98.10980392,296
542.0428471,150.042841,165.3965149,218.0762167,58156.89413,640000,92,42,98.5,945.2442834,0.3,3010.522592,3631.740659,98.1128999,310
542.0430466,150.0430401,165.3970116,218.0765668,58157.76864,648500,89.5,40.5,97,945.4540737,0.6,3010.571514,3631.879121,98.11599587,301
542.0432458,150.0432394,165.3974117,218.0769258,58158.63452,645800,90.2,40.2,98.2,945.6480093,0.5,3010.620483,3632.017582,98.11909185,303
542.043445,150.0434385,165.3978818,218.0772852,58159.3582,648200,91.2,41.8,99.2,945.8466711,0.3,3010.669426,3632.156044,98.12218782,311
542.0436447,150.0436376,165.3983625,218.0776425,58160.28096,652800,89.7,40.5,97.8,946.0910498,0.5,3010.718342,3632.294505,98.1252838,304
542.043844,150.0438369,165.398787,218.077997,58161.13934,647500,90.5,41,98.6,946.3080495,0.4,3010.767275,3632.432967,98.12837977,310.5
542.0440429,150.0440359,165.3992195,218.0783545,58161.87684,651200,89.8,40.7,97.9,946.5444931,0.5,3010.816256,3632.571429,98.13147575,305.2
542.0442424,150.0442348,165.3996427,218.078711,58162.63162,647000,91.2,41.5,99.3,946.7566339,0.3,3010.865211,3632.70989,98.13457172,311.8
542.0444421,150.0444339,165.400053,218.0790645,58163.40108,648200,90.7,40.9,98.9,946.976645,0.4,3010.914179,3632.848352,98.1376677,309
542.0446411,150.044633,165.4005118,218.0794161,58163.96335,644100,91.4,41.2,98.4,947.2067827,0.3,3010.963116,3632.986813,98.14076367,304.2
542.0448402,150.044832,165.4009226,218.0797757,58164.52673,650000,90,40,98,947.4217928,0.5,3011.012079,3633.125275,98.14385965,300
542.0450392,150.0450317,165.401371,218.0801249,58165.10649,655000,89,39,97,947.6459886,0.6,3011.061063,3633.263736,98.14695562,298
542.0452383,150.0452311,165.4018124,218.0804839,58165.76118,645000,91,41,99,947.8278439,0.4,3011.109963,3633.402198,98.1500516,305
542.0454377,150.0454299,165.4022488,218.0808391,58166.55973,660000,88,38,96,948.0702668,0.7,3011.158903,3633.540659,98.15314757,296
542.0456372,150.045629,165.4027008,218.0811935,58167.40421,640000,92,42,98.5,948.3255666,0.3,3011.207854,3633.679121,98.15624355,310
542.0458364,150.0458286,165.4031929,218.0815431,58168.01941,648500,89.5,40.5,97,948.5290781,0.6,3011.256813,3633.817582,98.15933953,301
542.0460357,150.0460277,165.4036291,218.0818976,58168.81659,645800,90.2,40.2,98.2,948.7440927,0.5,3011.305767,3633.956044,98.1624355,303
542.0462346,150.046227,165.4040342,218.0822528,58169.62231,648200,91.2,41.8,99.2,948.9977794,0.3,3011.354761,3634.094505,98.16553148,311
542.0464336,150.0464263,165.4045188,218.0826024,58170.31422,652800,89.7,40.5,97.8,949.2151838,0.5,3011.40367,3634.232967,98.16862745,304
542.0466326,150.0466258,165.404937,218.0829565,58171.22195,647500,90.5,41,98.6,949.4211615,0.4,3011.45263,3634.371429,98.17172343,310.5
542.0468321,150.0468248,165.405419,218.0833056,58171.78083,651200,89.8,40.7,97.9,949.6524866,0.5,3011.501539,3634.50989,98.1748194,305.2
542.0470313,150.0470237,165.4058842,218.0836604,58172.36025,647000,91.2,41.5,99.3,949.8342049,0.3,3011.55049,3634.648352,98.17791538,311.8
542.0472308,150.047223,165.4063387,218.0840155,58173.03302,648200,90.7,40.9,98.9,950.0443713,0.4,3011.599487,3634.786813,98.18101135,309
542.04743,150.0474222,165.4068218,218.084368,58173.75882,644100,91.4,41.2,98.4,950.2396478,0.3,3011.648397,3634.925275,98.18410733,304.2
542.0476291,150.0476212,165.407295,218.0847187,58174.65106,650000,90,40,98,950.4258373,0.5,3011.697306,3635.063736,98.1872033,300
542.0478284,150.0478203,165.4077726,218.0850748,58175.40025,655000,89,39,97,950.624568,0.6,3011.746245,3635.202198,98.19029928,298
542.0480274,150.0480194,165.4082481,218.0854291,58175.97734,645000,91,41,99,950.8446745,0.4,3011.795182,3635.340659,98.19339525,305
542.0482266,150.0482189,165.4086636,218.0857884,58176.78303,660000,88,38,96,951.0471799,0.7,3011.84408,3635.479121,98.19649123,296
542.0484256,150.0484184,165.4091264,218.0861455,58177.35024,640000,92,42,98.5,951.2569052,0.3,3011.893076,3635.617582,98.1995872,310
542.0486248,150.048618,165.4095443,218.086504,58178.05301,648500,89.5,40.5,97,951.5025475,0.6,3011.942016,3635.756044,98.20268318,301
542.0488242,150.048817,165.4100178,218.0868622,58178.72627,645800,90.2,40.2,98.2,951.6818678,0.5,3011.990959,3635.894505,98.20577915,303
542.0490233,150.0490161,165.4104432,218.0872112,58179.47827,648200,91.2,41.8,99.2,951.9111478,0.3,3012.039915,3636.032967,98.20887513,311
542.0492223,150.049215,165.4108422,218.0875644,58180.30143,652800,89.7,40.5,97.8,952.1183422,0.5,3012.088867,3636.171429,98.2119711,304
542.0494219,150.049414,165.4112647,218.0879135,58181.18697,647500,90.5,41,98.6,952.3130449,0.4,3012.13784,3636.30989,98.21506708,310.5
542.0496212,150.0496136,165.4117421,218.0882633,58181.99891,651200,89.8,40.7,97.9,952.4963952,0.5,3012.186785,3636.448352,98.21816305,305.2
542.0498201,150.0498132,165.4122073,218.0886225,58182.57492,647000,91.2,41.5,99.3,952.7499823,0.3,3012.235735,3636.586813,98.22125903,311.8
542.0500191,150.0500128,165.4126643,218.0889729,58183.37345,648200,90.7,40.9,98.9,952.9844475,0.4,3012.284685,3636.725275,98.22435501,309
542.0502186,150.0502124,165.4131298,218.089331,58183.97807,644100,91.4,41.2,98.4,953.2312372,0.3,3012.333579,3636.863736,98.22745098,304.2
542.0504176,150.0504118,165.4136088,218.08968,58184.78831,650000,90,40,98,953.4810952,0.5,3012.382478,3637.002198,98.23054696,300
542.0506171,150.0506113,165.4140668,218.0900332,58185.63453,655000,89,39,97,953.664095,0.6,3012.43137,3637.140659,98.23364293,298
542.0508168,150.0508106,165.4145278,218.0903866,58186.20267,645000,91,41,99,953.9082544,0.4,3012.480268,3637.279121,98.23673891,305
542.0510164,150.0510099,165.4149305,218.0907413,58187.01689,660000,88,38,96,954.0939032,0.7,3012.529227,3637.417582,98.23983488,296
542.051216,150.0512092,165.4153526,218.0910988,58187.62127,640000,92,42,98.5,954.3193901,0.3,3012.578167,3637.556044,98.24293086,310
542.0514153,150.0514087,165.4158229,218.0914576,58188.39176,648500,89.5,40.5,97,954.5665456,0.6,3012.62716,3637.694505,98.24602683,301
542.0516143,150.0516082,165.4162765,218.0918071,58189.15423,645800,90.2,40.2,98.2,954.7472978,0.5,3012.67606,3637.832967,98.24912281,303
542.0518137,150.0518075,165.4167089,218.092156,58189.74281,648200,91.2,41.8,99.2,954.9500256,0.3,3012.724964,3637.971429,98.25221878,311
542.0520127,150.052007,165.4171532,218.092515,58190.48837,652800,89.7,40.5,97.8,955.1613873,0.5,3012.773926,3638.10989,98.25531476,304
542.0522122,150.052206,165.4175824,218.092869,58191.14741,647500,90.5,41,98.6,955.369138,0.4,3012.822839,3638.248352,98.25841073,310.5
542.0524111,150.0524052,165.4180193,218.0932252,58191.82209,651200,89.8,40.7,97.9,955.5783293,0.5,3012.871729,3638.386813,98.26150671,305.2
542.0526102,150.0526046,165.418473,218.0935837,58192.63076,647000,91.2,41.5,99.3,955.7680206,0.3,3012.92066,3638.525275,98.26460268,311.8
542.0528097,150.0528036,165.4188782,218.0939416,58193.19779,648200,90.7,40.9,98.9,955.9706302,0.4,3012.969596,3638.663736,98.26769866,309
542.0530094,150.053003,165.4193441,218.0943006,58193.91573,644100,91.4,41.2,98.4,956.2143451,0.3,3013.018591,3638.802198,98.27079463,304.2
542.053209,150.0532024,165.4197759,218.0946554,58194.63362,650000,90,40,98,956.4447822,0.5,3013.0675,3638.940659,98.27389061,300
542.0534079,150.0534018,165.4202381,218.0950131,58195.46856,655000,89,39,97,956.6943847,0.6,3013.116484,3639.079121,98.27698658,298
542.0536073,150.0536012,165.4206767,218.0953665,58196.31243,645000,91,41,99,956.9494124,0.4,3013.165463,3639.217582,98.28008256,305
542.0538065,150.0538009,165.421173,218.0957183,58197.02814,660000,88,38,96,957.1807192,0.7,3013.214364,3639.356044,98.28317853,296
542.0540059,150.0540004,165.4216253,218.0960739,58197.79346,640000,92,42,98.5,957.428097,0.3,3013.263329,3639.494505,98.28627451,310
542.0542056,150.0541993,165.422118,218.0964332,58198.42311,648500,89.5,40.5,97,957.6637776,0.6,3013.312299,3639.632967,98.28937049,301
542.0544045,150.0543987,165.4226008,218.0967919,58199.22622,645800,90.2,40.2,98.2,957.8447331,0.5,3013.361227,3639.771429,98.29246646,303
542.054604,150.0545977,165.4230963,218.0971506,58199.87656,648200,91.2,41.8,99.2,958.0463108,0.3,3013.410197,3639.90989,98.29556244,311
542.0548032,150.0547968,165.4235094,218.0975098,58200.45165,652800,89.7,40.5,97.8,958.2551895,0.5,3013.459122,3640.048352,98.29865841,304
542.0550022,150.0549963,165.4239126,218.0978606,58201.03821,647500,90.5,41,98.6,958.497146,0.4,3013.508095,3640.186813,98.30175439,310.5
542.0552018,150.0551955,165.4243557,218.0982186,58201.89821,651200,89.8,40.7,97.9,958.7455191,0.5,3013.557007,3640.325275,98.30485036,305.2
542.0554007,150.0553949,165.4248009,218.098575,58202.48702,647000,91.2,41.5,99.3,958.9949449,0.3,3013.605976,3640.463736,98.30794634,311.8
542.0555997,150.0555942,165.425258,218.0989264,58203.18837,648200,90.7,40.9,98.9,959.2397974,0.4,3013.654901,3640.602198,98.31104231,309
542.0557988,150.0557937,165.4257141,218.0992825,58203.77923,644100,91.4,41.2,98.4,959.4559067,0.3,3013.703838,3640.740659,98.31413829,304.2
542.055998,150.0559933,165.4261242,218.0996413,58204.42732,650000,90,40,98,959.6409477,0.5,3013.752786,3640.879121,98.31723426,300
542.0561976,150.0561925,165.4266124,218.0999969,58205.25563,655000,89,39,97,959.8377029,0.6,3013.801716,3641.017582,98.32033024,298
542.0563967,150.0563914,165.4270191,218.1003556,58206.12431,645000,91,41,99,960.0176878,0.4,3013.850677,3641.156044,98.32342621,305
542.0565956,150.0565911,165.4274277,218.100705,58206.68502,660000,88,38,96,960.2348147,0.7,3013.899648,3641.294505,98.32652219,296
542.0567949,150.0567902,165.4278434,218.1010626,58207.3469,640000,92,42,98.5,960.4346011,0.3,3013.948561,3641.432967,98.32961816,310
542.056994,150.0569895,165.4283353,218.1014221,58207.99907,648500,89.5,40.5,97,960.6300968,0.6,3013.997476,3641.571429,98.33271414,301
542.0571934,150.0571891,165.4287514,218.1017808,58208.77646,645800,90.2,40.2,98.2,960.817815,0.5,3014.046402,3641.70989,98.33581011,303
542.0573926,150.0573882,165.4291554,218.1021341,58209.44004,648200,91.2,41.8,99.2,961.0717706,0.3,3014.095307,3641.848352,98.33890609,311
542.0575915,150.0575874,165.4296111,218.1024934,58209.99139,652800,89.7,40.5,97.8,961.3235417,0.5,3014.144281,3641.986813,98.34200206,304
542.0577906,150.0577871,165.4301065,218.1028513,58210.67054,647500,90.5,41,98.6,961.5200451,0.4,3014.193252,3642.125275,98.34509804,310.5
542.0579903,150.0579865,165.4306004,218.1032089,58211.54434,651200,89.8,40.7,97.9,961.7191403,0.5,3014.242154,3642.263736,98.34819401,305.2
542.0581898,150.0581857,165.4310006,218.1035658,58212.29418,647000,91.2,41.5,99.3,961.9428338,0.3,3014.291122,3642.402198,98.35128999,311.8
542.0583894,150.0583853,165.4314677,218.1039207,58213.14712,648200,90.7,40.9,98.9,962.180981,0.4,3014.340014,3642.540659,98.35438596,309
542.0585887,150.0585845,165.4319278,218.1042709,58213.97381,644100,91.4,41.2,98.4,962.374933,0.3,3014.388916,3642.679121,98.35748194,304.2
542.0587878,150.0587841,165.4323443,218.1046287,58214.57872,650000,90,40,98,962.6246214,0.5,3014.437843,3642.817582,98.36057792,300
542.0589868,150.0589835,165.4327973,218.1049843,58215.34167,655000,89,39,97,962.8315084,0.6,3014.486835,3642.956044,98.36367389,298
542.0591862,150.0591831,165.4332776,218.1053431,58216.05651,645000,91,41,99,963.0587783,0.4,3014.535762,3643.094505,98.36676987,305
542.0593853,150.059382,165.4337655,218.105702,58216.95102,660000,88,38,96,963.2595605,0.7,3014.584744,3643.232967,98.36986584,296
542.0595842,150.0595811,165.4341991,218.1060594,58217.78746,640000,92,42,98.5,963.4707795,0.3,3014.633719,3643.371429,98.37296182,310
542.0597836,150.0597804,165.4346389,218.1064136,58218.34179,648500,89.5,40.5,97,963.6997356,0.6,3014.682639,3643.50989,98.37605779,301
542.059983,150.05998,165.435084,218.1067702,58219.08177,645800,90.2,40.2,98.2,963.9442955,0.5,3014.731555,3643.648352,98.37915377,303
542.0601826,150.0601794,165.4355659,218.1071228,58219.88006,648200,91.2,41.8,99.2,964.1939417,0.3,3014.7805,3643.786813,98.38224974,311
542.060382,150.0603785,165.4360101,218.1074814,58220.49607,652800,89.7,40.5,97.8,964.4321992,0.5,3014.829399,3643.925275,98.38534572,304
542.060581,150.0605775,165.4364123,218.1078332,58221.1287,647500,90.5,41,98.6,964.62498,0.4,3014.878299,3644.063736,98.38844169,310.5
542.0607806,150.0607769,165.4368301,218.1081884,58222.04841,651200,89.8,40.7,97.9,964.8072827,0.5,3014.927197,3644.202198,98.39153767,305.2
542.0609796,150.060976,165.4373153,218.1085395,58222.77966,647000,91.2,41.5,99.3,965.0518109,0.3,3014.976176,3644.340659,98.39463364,311.8
542.0611785,150.0611754,165.4377933,218.108893,58223.66126,648200,90.7,40.9,98.9,965.2495096,0.4,3015.025134,3644.479121,98.39772962,309
542.0613774,150.0613749,165.4382704,218.1092484,58224.573,644100,91.4,41.2,98.4,965.5022166,0.3,3015.074097,3644.617582,98.40082559,304.2
542.0615771,150.0615745,165.4386953,218.1096061,58225.33815,650000,90,40,98,965.7282725,0.5,3015.123012,3644.756044,98.40392157,300
542.0617763,150.0617739,165.4391916,218.1099584,58226.25299,655000,89,39,97,965.9179179,0.6,3015.17192,3644.894505,98.40701754,298
542.0619757,150.0619733,165.4396234,218.1103175,58227.14669,645000,91,41,99,966.1311337,0.4,3015.220815,3645.032967,98.41011352,305
542.062175,150.0621724,165.4400709,218.1106722,58227.93777,660000,88,38,96,966.3708905,0.7,3015.269766,3645.171429,98.41320949,296
542.0623747,150.0623717,165.4405045,218.1110259,58228.55656,640000,92,42,98.5,966.5827126,0.3,3015.31875,3645.30989,98.41630547,310
542.0625739,150.0625713,165.4409277,218.1113784,58229.43205,648500,89.5,40.5,97,966.8259644,0.6,3015.367715,3645.448352,98.41940144,301
542.0627732,150.0627707,165.4414176,218.1117283,58230.23408,645800,90.2,40.2,98.2,967.0498833,0.5,3015.416627,3645.586813,98.42249742,303
542.0629726,150.0629698,165.4418693,218.112081,58230.84777,648200,91.2,41.8,99.2,967.2362041,0.3,3015.465602,3645.725275,98.4255934,311
542.063172,150.0631693,165.4423187,218.1124352,58231.72439,652800,89.7,40.5,97.8,967.4292668,0.5,3015.514524,3645.863736,98.42868937,304
542.0633712,150.0633687,165.4427486,218.1127844,58232.40803,647500,90.5,41,98.6,967.6553114,0.4,3015.563511,3646.002198,98.43178535,310.5
542.0635701,150.0635681,165.443162,218.1131422,58233.31465,651200,89.8,40.7,97.9,967.895208,0.5,3015.612409,3646.140659,98.43488132,305.2
542.063769,150.0637677,165.4436029,218.1134972,58234.18784,647000,91.2,41.5,99.3,968.0854381,0.3,3015.661379,3646.279121,98.4379773,311.8
